Breed,Class Name,Entries
Bouvier Des Flandres,Class 1468.  For Working Gundogs - Best Dog Dog,5
Bouvier Des Flandres,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Bouvier Des Flandres,Class 1470.  For Gamekeepers,7
Bouvier Des Flandres,Class 1471.  For Working Gundogs - Best Dog Dog,11
Bouvier Des Flandres,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Bouvier Des Flandres,Class 1473.  For Gamekeepers,12
Bouvier Des Flandres,Class 1474.  For Working Gundogs - Best Dog Dog,48
Bouvier Des Flandres,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Bouvier Des Flandres,Class 1476.  For Gamekeepers,11
Bouvier Des Flandres,Class 1477.  For Working Gundogs - Best Dog Dog,21
Bouvier Des Flandres,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Bouvier Des Flandres,Class 1479.  Gamekeeper Team,29
Bouvier Des Flandres,Class 1480.  Class restricted to Retired Gamekeepers,5
Bouvier Des Flandres,Class 1481.  Working Gundog Team,45
Bouvier Des Flandres,Class 1482.  Best Young Handler under 14 years,15
Bouvier Des Flandres,Class 1483.  Best Young Handler 14-18 years,2
Bouvier Des Flandres,Class 3252.  Puppy Dog,1
Bouvier Des Flandres,Class 3253.  Junior Dog,2
Bouvier Des Flandres,Class 3254.  Post Graduate Dog,3
Bouvier Des Flandres,Class 3255.  Limit Dog,4
Bouvier Des Flandres,Class 3256.  Open Dog,9
Bouvier Des Flandres,Class 3257.  Good Citizen Dog Scheme Dog,3
Bouvier Des Flandres,Class 3258.  Puppy Bitch,0
Bouvier Des Flandres,Class 3259.  Junior Bitch,6
Bouvier Des Flandres,Class 3260.  Post Graduate Bitch,8
Bouvier Des Flandres,Class 3261.  Limit Bitch,5
Bouvier Des Flandres,Class 3262.  Open Bitch,10
Bouvier Des Flandres,Class 3263.  Good Citizen Dog Scheme Bitch,3
Bouvier Des Flandres,Class 2329.  Puppy Dog,0
Bouvier Des Flandres,Class 2330.  Junior Dog,5
Bouvier Des Flandres,Class 2331.  Post Graduate Dog,9
Bouvier Des Flandres,Class 2332.  Open Dog,16
Bouvier Des Flandres,Class 2333.  Good Citizen Dog Scheme Dog,2
Bouvier Des Flandres,Class 2334.  Puppy Bitch,2
Bouvier Des Flandres,Class 2335.  Junior Bitch,5
Bouvier Des Flandres,Class 2336.  Post Graduate Bitch,11
Bouvier Des Flandres,Class 2337.  Open Bitch,14
Bouvier Des Flandres,Class 2338.  Good Citizen Dog Scheme Bitch,4
Bouvier Des Flandres,Class 2737.  Veteran Dog,7
Bouvier Des Flandres,Class 2738.  Minor Puppy Dog,1
Bouvier Des Flandres,Class 2739.  Puppy Dog,1
Bouvier Des Flandres,Class 2740.  Junior Dog,5
Bouvier Des Flandres,Class 2741.  Yearling Dog,5
Bouvier Des Flandres,Class 2742.  Post Graduate Dog,2
Bouvier Des Flandres,Class 2743.  Limit Dog,3
Bouvier Des Flandres,Class 2744.  Open Dog,18
Bouvier Des Flandres,Class 2745.  Good Citizen Dog Scheme Dog,0
Bouvier Des Flandres,Class 2746.  Veteran Bitch,5
Bouvier Des Flandres,Class 2747.  Minor Puppy Bitch,2
Bouvier Des Flandres,Class 2748.  Puppy Bitch,4
Bouvier Des Flandres,Class 2749.  Junior Bitch,8
Bouvier Des Flandres,Class 2750.  Yearling Bitch,6
Bouvier Des Flandres,Class 2751.  Post Graduate Bitch,6
Bouvier Des Flandres,Class 2752.  Limit Bitch,5
Bouvier Des Flandres,Class 2753.  Open Bitch,11
Bouvier Des Flandres,Class 2754.  Good Citizen Dog Scheme Bitch,0
Bouvier Des Flandres,Class 802.  Puppy Dog,0
Bouvier Des Flandres,Class 803.  Junior Dog,3
Bouvier Des Flandres,Class 804.  Post Graduate Dog,7
Bouvier Des Flandres,Class 805.  Limit Dog,4
Bouvier Des Flandres,Class 806.  Open Dog,10
Bouvier Des Flandres,Class 807.  Good Citizen Dog Scheme Dog,0
Bouvier Des Flandres,Class 808.  Puppy Bitch,5
Bouvier Des Flandres,Class 809.  Junior Bitch,7
Bouvier Des Flandres,Class 810.  Post Graduate Bitch,7
Bouvier Des Flandres,Class 811.  Limit Bitch,9
Bouvier Des Flandres,Class 812.  Open Bitch,9
Bouvier Des Flandres,Class 813.  Good Citizen Dog Scheme Bitch,0
Bouvier Des Flandres,Class 413.  Puppy Dog,2
Bouvier Des Flandres,Class 414.  Junior Dog,1
Bouvier Des Flandres,Class 415.  Post Graduate Dog,9
Bouvier Des Flandres,Class 416.  Open Dog,6
Bouvier Des Flandres,Class 417.  Good Citizen Dog Scheme Dog,1
Bouvier Des Flandres,Class 418.  Puppy Bitch,1
Bouvier Des Flandres,Class 419.  Junior Bitch,4
Bouvier Des Flandres,Class 420.  Post Graduate Bitch,10
Bouvier Des Flandres,Class 421.  Open Bitch,3
Bouvier Des Flandres,Class 422.  Good Citizen Dog Scheme Bitch,3
Bouvier Des Flandres,Class 1520.  Veteran Dog,1
Bouvier Des Flandres,Class 1521.  Puppy Dog,1
Bouvier Des Flandres,Class 1522.  Junior Dog,1
Bouvier Des Flandres,Class 1523.  Post Graduate Dog,0
Bouvier Des Flandres,Class 1524.  Limit Dog,5
Bouvier Des Flandres,Class 1525.  Open Dog,5
Bouvier Des Flandres,Class 1526.  Good Citizen Dog Scheme Dog,0
Bouvier Des Flandres,Class 1527.  Veteran Bitch,3
Bouvier Des Flandres,Class 1528.  Puppy Bitch,0
Bouvier Des Flandres,Class 1529.  Junior Bitch,2
Bouvier Des Flandres,Class 1530.  Post Graduate Bitch,5
Bouvier Des Flandres,Class 1531.  Limit Bitch,3
Bouvier Des Flandres,Class 1532.  Open Bitch,9
Bouvier Des Flandres,Class 1533.  Good Citizen Dog Scheme Bitch,1
Boxer,Class 1464.  For Gamekeepers,10
Boxer,Class 1465.  For Working Gundogs - Best Dog Dog,12
Boxer,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Boxer,Class 1467.  For Gamekeepers,2
Boxer,Class 1468.  For Working Gundogs - Best Dog Dog,5
Boxer,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Boxer,Class 1470.  For Gamekeepers,7
Boxer,Class 1471.  For Working Gundogs - Best Dog Dog,11
Boxer,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Boxer,Class 1473.  For Gamekeepers,12
Boxer,Class 1474.  For Working Gundogs - Best Dog Dog,48
Boxer,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Boxer,Class 1476.  For Gamekeepers,11
Boxer,Class 1477.  For Working Gundogs - Best Dog Dog,21
Boxer,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Boxer,Class 1479.  Gamekeeper Team,29
Boxer,Class 1480.  Class restricted to Retired Gamekeepers,5
Boxer,Class 1481.  Working Gundog Team,45
Boxer,Class 1482.  Best Young Handler under 14 years,15
Boxer,Class 1483.  Best Young Handler 14-18 years,2
Boxer,Class 3252.  Puppy Dog,1
Boxer,Class 3253.  Junior Dog,2
Boxer,Class 3254.  Post Graduate Dog,3
Boxer,Class 3255.  Limit Dog,4
Boxer,Class 3256.  Open Dog,9
Boxer,Class 3257.  Good Citizen Dog Scheme Dog,3
Boxer,Class 3258.  Puppy Bitch,0
Boxer,Class 3259.  Junior Bitch,6
Boxer,Class 3260.  Post Graduate Bitch,8
Boxer,Class 3261.  Limit Bitch,5
Boxer,Class 3262.  Open Bitch,10
Boxer,Class 3263.  Good Citizen Dog Scheme Bitch,3
Boxer,Class 2329.  Puppy Dog,0
Boxer,Class 2330.  Junior Dog,5
Boxer,Class 2331.  Post Graduate Dog,9
Boxer,Class 2332.  Open Dog,16
Boxer,Class 2333.  Good Citizen Dog Scheme Dog,2
Boxer,Class 2334.  Puppy Bitch,2
Boxer,Class 2335.  Junior Bitch,5
Boxer,Class 2336.  Post Graduate Bitch,11
Boxer,Class 2337.  Open Bitch,14
Boxer,Class 2338.  Good Citizen Dog Scheme Bitch,4
Boxer,Class 2737.  Veteran Dog,7
Boxer,Class 2738.  Minor Puppy Dog,1
Boxer,Class 2739.  Puppy Dog,1
Boxer,Class 2740.  Junior Dog,5
Boxer,Class 2741.  Yearling Dog,5
Boxer,Class 2742.  Post Graduate Dog,2
Boxer,Class 2743.  Limit Dog,3
Boxer,Class 2744.  Open Dog,18
Boxer,Class 2745.  Good Citizen Dog Scheme Dog,0
Boxer,Class 2746.  Veteran Bitch,5
Boxer,Class 2747.  Minor Puppy Bitch,2
Boxer,Class 2748.  Puppy Bitch,4
Boxer,Class 2749.  Junior Bitch,8
Boxer,Class 2750.  Yearling Bitch,6
Boxer,Class 2751.  Post Graduate Bitch,6
Boxer,Class 2752.  Limit Bitch,5
Boxer,Class 2753.  Open Bitch,11
Boxer,Class 2754.  Good Citizen Dog Scheme Bitch,0
Boxer,Class 802.  Puppy Dog,0
Boxer,Class 803.  Junior Dog,3
Boxer,Class 804.  Post Graduate Dog,7
Boxer,Class 805.  Limit Dog,4
Boxer,Class 806.  Open Dog,10
Boxer,Class 807.  Good Citizen Dog Scheme Dog,0
Boxer,Class 808.  Puppy Bitch,5
Boxer,Class 809.  Junior Bitch,7
Boxer,Class 810.  Post Graduate Bitch,7
Boxer,Class 811.  Limit Bitch,9
Boxer,Class 812.  Open Bitch,9
Boxer,Class 813.  Good Citizen Dog Scheme Bitch,0
Boxer,Class 413.  Puppy Dog,2
Boxer,Class 414.  Junior Dog,1
Boxer,Class 415.  Post Graduate Dog,9
Boxer,Class 416.  Open Dog,6
Boxer,Class 417.  Good Citizen Dog Scheme Dog,1
Boxer,Class 418.  Puppy Bitch,1
Boxer,Class 419.  Junior Bitch,4
Boxer,Class 420.  Post Graduate Bitch,10
Boxer,Class 421.  Open Bitch,3
Boxer,Class 422.  Good Citizen Dog Scheme Bitch,3
Boxer,Class 1534.  Veteran Dog,7
Boxer,Class 1535.  Minor Puppy Dog,3
Boxer,Class 1536.  Puppy Dog,4
Boxer,Class 1537.  Junior Dog,5
Boxer,Class 1538.  Yearling Dog,5
Boxer,Class 1539.  Post Graduate Dog,8
Boxer,Class 1540.  Limit Dog,13
Boxer,Class 1541.  Open Dog,13
Boxer,Class 1542.  Good Citizen Dog Scheme Dog,3
Boxer,Class 1543.  Veteran Bitch,7
Boxer,Class 1544.  Minor Puppy Bitch,3
Boxer,Class 1545.  Puppy Bitch,6
Boxer,Class 1546.  Junior Bitch,10
Boxer,Class 1547.  Yearling Bitch,11
Boxer,Class 1548.  Post Graduate Bitch,21
Boxer,Class 1549.  Limit Bitch,11
Boxer,Class 1550.  Open Bitch,11
Boxer,Class 1551.  Good Citizen Dog Scheme Bitch,4
Bullmastiff,Class 1464.  For Gamekeepers,10
Bullmastiff,Class 1465.  For Working Gundogs - Best Dog Dog,12
Bullmastiff,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Bullmastiff,Class 1467.  For Gamekeepers,2
Bullmastiff,Class 1468.  For Working Gundogs - Best Dog Dog,5
Bullmastiff,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Bullmastiff,Class 1470.  For Gamekeepers,7
Bullmastiff,Class 1471.  For Working Gundogs - Best Dog Dog,11
Bullmastiff,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Bullmastiff,Class 1473.  For Gamekeepers,12
Bullmastiff,Class 1474.  For Working Gundogs - Best Dog Dog,48
Bullmastiff,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Bullmastiff,Class 1476.  For Gamekeepers,11
Bullmastiff,Class 1477.  For Working Gundogs - Best Dog Dog,21
Bullmastiff,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Bullmastiff,Class 1479.  Gamekeeper Team,29
Bullmastiff,Class 1480.  Class restricted to Retired Gamekeepers,5
Bullmastiff,Class 1481.  Working Gundog Team,45
Bullmastiff,Class 1482.  Best Young Handler under 14 years,15
Bullmastiff,Class 1483.  Best Young Handler 14-18 years,2
Bullmastiff,Class 3252.  Puppy Dog,1
Bullmastiff,Class 3253.  Junior Dog,2
Bullmastiff,Class 3254.  Post Graduate Dog,3
Bullmastiff,Class 3255.  Limit Dog,4
Bullmastiff,Class 3256.  Open Dog,9
Bullmastiff,Class 3257.  Good Citizen Dog Scheme Dog,3
Bullmastiff,Class 3258.  Puppy Bitch,0
Bullmastiff,Class 3259.  Junior Bitch,6
Bullmastiff,Class 3260.  Post Graduate Bitch,8
Bullmastiff,Class 3261.  Limit Bitch,5
Bullmastiff,Class 3262.  Open Bitch,10
Bullmastiff,Class 3263.  Good Citizen Dog Scheme Bitch,3
Bullmastiff,Class 2329.  Puppy Dog,0
Bullmastiff,Class 2330.  Junior Dog,5
Bullmastiff,Class 2331.  Post Graduate Dog,9
Bullmastiff,Class 2332.  Open Dog,16
Bullmastiff,Class 2333.  Good Citizen Dog Scheme Dog,2
Bullmastiff,Class 2334.  Puppy Bitch,2
Bullmastiff,Class 2335.  Junior Bitch,5
Bullmastiff,Class 2336.  Post Graduate Bitch,11
Bullmastiff,Class 2337.  Open Bitch,14
Bullmastiff,Class 2338.  Good Citizen Dog Scheme Bitch,4
Bullmastiff,Class 2737.  Veteran Dog,7
Bullmastiff,Class 2738.  Minor Puppy Dog,1
Bullmastiff,Class 2739.  Puppy Dog,1
Bullmastiff,Class 2740.  Junior Dog,5
Bullmastiff,Class 2741.  Yearling Dog,5
Bullmastiff,Class 2742.  Post Graduate Dog,2
Bullmastiff,Class 2743.  Limit Dog,3
Bullmastiff,Class 2744.  Open Dog,18
Bullmastiff,Class 2745.  Good Citizen Dog Scheme Dog,0
Bullmastiff,Class 2746.  Veteran Bitch,5
Bullmastiff,Class 2747.  Minor Puppy Bitch,2
Bullmastiff,Class 2748.  Puppy Bitch,4
Bullmastiff,Class 2749.  Junior Bitch,8
Bullmastiff,Class 2750.  Yearling Bitch,6
Bullmastiff,Class 2751.  Post Graduate Bitch,6
Bullmastiff,Class 2752.  Limit Bitch,5
Bullmastiff,Class 2753.  Open Bitch,11
Bullmastiff,Class 2754.  Good Citizen Dog Scheme Bitch,0
Bullmastiff,Class 802.  Puppy Dog,0
Bullmastiff,Class 803.  Junior Dog,3
Bullmastiff,Class 804.  Post Graduate Dog,7
Bullmastiff,Class 805.  Limit Dog,4
Bullmastiff,Class 806.  Open Dog,10
Bullmastiff,Class 807.  Good Citizen Dog Scheme Dog,0
Bullmastiff,Class 808.  Puppy Bitch,5
Bullmastiff,Class 809.  Junior Bitch,7
Bullmastiff,Class 810.  Post Graduate Bitch,7
Bullmastiff,Class 811.  Limit Bitch,9
Bullmastiff,Class 812.  Open Bitch,9
Bullmastiff,Class 813.  Good Citizen Dog Scheme Bitch,0
Bullmastiff,Class 413.  Puppy Dog,2
Bullmastiff,Class 414.  Junior Dog,1
Bullmastiff,Class 415.  Post Graduate Dog,9
Bullmastiff,Class 416.  Open Dog,6
Bullmastiff,Class 417.  Good Citizen Dog Scheme Dog,1
Bullmastiff,Class 418.  Puppy Bitch,1
Bullmastiff,Class 419.  Junior Bitch,4
Bullmastiff,Class 420.  Post Graduate Bitch,10
Bullmastiff,Class 421.  Open Bitch,3
Bullmastiff,Class 422.  Good Citizen Dog Scheme Bitch,3
Bullmastiff,Class 1552.  Veteran Dog,3
Bullmastiff,Class 1553.  Minor Puppy Dog,1
Bullmastiff,Class 1554.  Puppy Dog,2
Bullmastiff,Class 1555.  Junior Dog,5
Bullmastiff,Class 1556.  Yearling Dog,6
Bullmastiff,Class 1557.  Post Graduate Dog,13
Bullmastiff,Class 1558.  Limit Dog,7
Bullmastiff,Class 1559.  Open Dog,11
Bullmastiff,Class 1560.  Good Citizen Dog Scheme Dog,2
Bullmastiff,Class 1561.  Veteran Bitch,5
Bullmastiff,Class 1562.  Minor Puppy Bitch,0
Bullmastiff,Class 1563.  Puppy Bitch,2
Bullmastiff,Class 1564.  Junior Bitch,8
Bullmastiff,Class 1565.  Yearling Bitch,4
Bullmastiff,Class 1566.  Post Graduate Bitch,8
Bullmastiff,Class 1567.  Limit Bitch,5
Bullmastiff,Class 1568.  Open Bitch,17
Bullmastiff,Class 1569.  Good Citizen Dog Scheme Bitch,1
Canadian Eskimo Dog,Class 1464.  For Gamekeepers,10
Canadian Eskimo Dog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Canadian Eskimo Dog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Canadian Eskimo Dog,Class 1467.  For Gamekeepers,2
Canadian Eskimo Dog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Canadian Eskimo Dog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Canadian Eskimo Dog,Class 1470.  For Gamekeepers,7
Canadian Eskimo Dog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Canadian Eskimo Dog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Canadian Eskimo Dog,Class 1473.  For Gamekeepers,12
Canadian Eskimo Dog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Canadian Eskimo Dog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Canadian Eskimo Dog,Class 1476.  For Gamekeepers,11
Canadian Eskimo Dog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Canadian Eskimo Dog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Canadian Eskimo Dog,Class 1479.  Gamekeeper Team,29
Canadian Eskimo Dog,Class 1480.  Class restricted to Retired Gamekeepers,5
Canadian Eskimo Dog,Class 1481.  Working Gundog Team,45
Canadian Eskimo Dog,Class 1482.  Best Young Handler under 14 years,15
Canadian Eskimo Dog,Class 1483.  Best Young Handler 14-18 years,2
Canadian Eskimo Dog,Class 3252.  Puppy Dog,1
Canadian Eskimo Dog,Class 3253.  Junior Dog,2
Canadian Eskimo Dog,Class 3254.  Post Graduate Dog,3
Canadian Eskimo Dog,Class 3255.  Limit Dog,4
Canadian Eskimo Dog,Class 3256.  Open Dog,9
Canadian Eskimo Dog,Class 3257.  Good Citizen Dog Scheme Dog,3
Canadian Eskimo Dog,Class 3258.  Puppy Bitch,0
Canadian Eskimo Dog,Class 3259.  Junior Bitch,6
Canadian Eskimo Dog,Class 3260.  Post Graduate Bitch,8
Canadian Eskimo Dog,Class 3261.  Limit Bitch,5
Canadian Eskimo Dog,Class 3262.  Open Bitch,10
Canadian Eskimo Dog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Canadian Eskimo Dog,Class 2329.  Puppy Dog,0
Canadian Eskimo Dog,Class 2330.  Junior Dog,5
Canadian Eskimo Dog,Class 2331.  Post Graduate Dog,9
Canadian Eskimo Dog,Class 2332.  Open Dog,16
Canadian Eskimo Dog,Class 2333.  Good Citizen Dog Scheme Dog,2
Canadian Eskimo Dog,Class 2334.  Puppy Bitch,2
Canadian Eskimo Dog,Class 2335.  Junior Bitch,5
Canadian Eskimo Dog,Class 2336.  Post Graduate Bitch,11
Canadian Eskimo Dog,Class 2337.  Open Bitch,14
Canadian Eskimo Dog,Class 2338.  Good Citizen Dog Scheme Bitch,4
Canadian Eskimo Dog,Class 2737.  Veteran Dog,7
Canadian Eskimo Dog,Class 2738.  Minor Puppy Dog,1
Canadian Eskimo Dog,Class 2739.  Puppy Dog,1
Canadian Eskimo Dog,Class 2740.  Junior Dog,5
Canadian Eskimo Dog,Class 2741.  Yearling Dog,5
Canadian Eskimo Dog,Class 2742.  Post Graduate Dog,2
Canadian Eskimo Dog,Class 2743.  Limit Dog,3
Canadian Eskimo Dog,Class 2744.  Open Dog,18
Canadian Eskimo Dog,Class 2745.  Good Citizen Dog Scheme Dog,0
Canadian Eskimo Dog,Class 2746.  Veteran Bitch,5
Canadian Eskimo Dog,Class 2747.  Minor Puppy Bitch,2
Canadian Eskimo Dog,Class 2748.  Puppy Bitch,4
Canadian Eskimo Dog,Class 2749.  Junior Bitch,8
Canadian Eskimo Dog,Class 2750.  Yearling Bitch,6
Canadian Eskimo Dog,Class 2751.  Post Graduate Bitch,6
Canadian Eskimo Dog,Class 2752.  Limit Bitch,5
Canadian Eskimo Dog,Class 2753.  Open Bitch,11
Canadian Eskimo Dog,Class 2754.  Good Citizen Dog Scheme Bitch,0
Canadian Eskimo Dog,Class 802.  Puppy Dog,0
Canadian Eskimo Dog,Class 803.  Junior Dog,3
Canadian Eskimo Dog,Class 804.  Post Graduate Dog,7
Canadian Eskimo Dog,Class 805.  Limit Dog,4
Canadian Eskimo Dog,Class 806.  Open Dog,10
Canadian Eskimo Dog,Class 807.  Good Citizen Dog Scheme Dog,0
Canadian Eskimo Dog,Class 808.  Puppy Bitch,5
Canadian Eskimo Dog,Class 809.  Junior Bitch,7
Canadian Eskimo Dog,Class 810.  Post Graduate Bitch,7
Canadian Eskimo Dog,Class 811.  Limit Bitch,9
Canadian Eskimo Dog,Class 812.  Open Bitch,9
Canadian Eskimo Dog,Class 813.  Good Citizen Dog Scheme Bitch,0
Canadian Eskimo Dog,Class 413.  Puppy Dog,2
Canadian Eskimo Dog,Class 414.  Junior Dog,1
Canadian Eskimo Dog,Class 415.  Post Graduate Dog,9
Canadian Eskimo Dog,Class 416.  Open Dog,6
Canadian Eskimo Dog,Class 417.  Good Citizen Dog Scheme Dog,1
Canadian Eskimo Dog,Class 418.  Puppy Bitch,1
Canadian Eskimo Dog,Class 419.  Junior Bitch,4
Canadian Eskimo Dog,Class 420.  Post Graduate Bitch,10
Canadian Eskimo Dog,Class 421.  Open Bitch,3
Canadian Eskimo Dog,Class 422.  Good Citizen Dog Scheme Bitch,3
Canadian Eskimo Dog,Class 1570.  Veteran Dog,3
Canadian Eskimo Dog,Class 1571.  Puppy Dog,1
Canadian Eskimo Dog,Class 1572.  Junior Dog,3
Canadian Eskimo Dog,Class 1573.  Post Graduate Dog,1
Canadian Eskimo Dog,Class 1574.  Open Dog,4
Canadian Eskimo Dog,Class 1575.  Good Citizen Dog Scheme Dog,1
Canadian Eskimo Dog,Class 1576.  Veteran Bitch,1
Canadian Eskimo Dog,Class 1577.  Puppy Bitch,0
Canadian Eskimo Dog,Class 1578.  Junior Bitch,2
Canadian Eskimo Dog,Class 1579.  Post Graduate Bitch,0
Canadian Eskimo Dog,Class 1580.  Open Bitch,6
Canadian Eskimo Dog,Class 1581.  Good Citizen Dog Scheme Bitch,1
Dobermann,Class 1464.  For Gamekeepers,10
Dobermann,Class 1465.  For Working Gundogs - Best Dog Dog,12
Dobermann,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Dobermann,Class 1467.  For Gamekeepers,2
Dobermann,Class 1468.  For Working Gundogs - Best Dog Dog,5
Dobermann,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Dobermann,Class 1470.  For Gamekeepers,7
Dobermann,Class 1471.  For Working Gundogs - Best Dog Dog,11
Dobermann,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
